,CLUES,MOTATE,TIPOURGENCIA,YEAR,count
1188,DFSSA002993,3.0,2.0,2015,3556
1189,DFSSA002993,3.0,2.0,2016,3492
1190,DFSSA002993,3.0,3.0,2009,689
1191,DFSSA002993,3.0,9.0,2009,12
1192,DFSSA002993,4.0,1.0,2010,158
1193,DFSSA002993,4.0,1.0,2011,51
1194,DFSSA002993,4.0,1.0,2012,62
1195,DFSSA002993,4.0,1.0,2013,128
1196,DFSSA002993,4.0,1.0,2014,1598
1197,DFSSA002993,4.0,1.0,2015,239
1198,DFSSA002993,4.0,1.0,2016,132
1199,DFSSA002993,4.0,2.0,2009,1
1200,DFSSA002993,4.0,2.0,2010,15346
1201,DFSSA002993,4.0,2.0,2011,10835
1202,DFSSA002993,4.0,2.0,2012,14695
1203,DFSSA002993,4.0,2.0,2013,11785
1204,DFSSA002993,4.0,2.0,2014,9485
1205,DFSSA002993,4.0,2.0,2015,8322
1206,DFSSA002993,4.0,2.0,2016,11195
1207,DFSSA002993,4.0,3.0,2009,30733
1208,DFSSA002993,4.0,9.0,2009,14
1209,DFSSA002993,5.0,3.0,2009,2
1210,DFSSA002993,6.0,3.0,2009,9
1211,DFSSA002993,7.0,3.0,2009,3
1212,DFSSA002993,9.0,2.0,2009,1
1213,DFSSA002993,9.0,2.0,2013,1
1214,DFSSA002993,9.0,2.0,2016,1
1215,DFSSA002993,9.0,3.0,2009,3
1216,DFSSA002993,9.0,9.0,2009,2
1217,DFSSA003005,1.0,1.0,2015,4
1218,DFSSA003005,1.0,1.0,2016,34
1219,DFSSA003005,1.0,2.0,2014,12
1220,DFSSA003005,1.0,2.0,2015,6
1221,DFSSA003005,1.0,2.0,2016,136
1222,DFSSA003005,2.0,1.0,2014,1
1223,DFSSA003005,2.0,1.0,2015,7
1224,DFSSA003005,2.0,1.0,2016,4
1225,DFSSA003005,2.0,2.0,2014,1621
1226,DFSSA003005,2.0,2.0,2015,1141
1227,DFSSA003005,2.0,2.0,2016,1551
1228,DFSSA003005,9.0,2.0,2014,70
1229,DFSSA003162,1.0,1.0,2009,32
1230,DFSSA003162,1.0,1.0,2010,1520
1231,DFSSA003162,1.0,1.0,2011,1217
1232,DFSSA003162,1.0,1.0,2012,1763
1233,DFSSA003162,1.0,1.0,2013,1166
1234,DFSSA003162,1.0,1.0,2014,773
1235,DFSSA003162,1.0,1.0,2015,1615
1236,DFSSA003162,1.0,1.0,2016,1040
1237,DFSSA003162,1.0,2.0,2009,5
1238,DFSSA003162,1.0,2.0,2010,3048
1239,DFSSA003162,1.0,2.0,2011,3488
1240,DFSSA003162,1.0,2.0,2012,15251
1241,DFSSA003162,1.0,2.0,2013,16257
1242,DFSSA003162,1.0,2.0,2014,12990
1243,DFSSA003162,1.0,2.0,2015,11284
1244,DFSSA003162,1.0,2.0,2016,13180
1245,DFSSA003162,1.0,3.0,2009,10
1246,DFSSA003162,1.0,9.0,2009,1
1247,DFSSA003162,2.0,1.0,2009,52
1248,DFSSA003162,2.0,1.0,2010,753
1249,DFSSA003162,2.0,1.0,2011,1277
1250,DFSSA003162,2.0,1.0,2012,2741
1251,DFSSA003162,2.0,1.0,2013,1896
1252,DFSSA003162,2.0,1.0,2014,1860
1253,DFSSA003162,2.0,1.0,2015,2280
1254,DFSSA003162,2.0,1.0,2016,2871
1255,DFSSA003162,2.0,2.0,2010,2116
1256,DFSSA003162,2.0,2.0,2011,3078
1257,DFSSA003162,2.0,2.0,2012,10287
1258,DFSSA003162,2.0,2.0,2013,14143
1259,DFSSA003162,2.0,2.0,2014,18534
1260,DFSSA003162,2.0,2.0,2015,16990
1261,DFSSA003162,2.0,2.0,2016,14445
1262,DFSSA003162,2.0,3.0,2009,335
1263,DFSSA003162,3.0,1.0,2009,15
1264,DFSSA003162,3.0,1.0,2012,8
1265,DFSSA003162,3.0,1.0,2013,126
1266,DFSSA003162,3.0,1.0,2014,2
1267,DFSSA003162,3.0,1.0,2015,1
1268,DFSSA003162,3.0,2.0,2010,2
1269,DFSSA003162,3.0,2.0,2011,2
1270,DFSSA003162,3.0,2.0,2012,6
1271,DFSSA003162,3.0,2.0,2013,435
1272,DFSSA003162,3.0,2.0,2014,10
1273,DFSSA003162,3.0,2.0,2015,5
1274,DFSSA003162,3.0,2.0,2016,6
1275,DFSSA003162,3.0,3.0,2009,59
1276,DFSSA003162,4.0,1.0,2009,704
1277,DFSSA003162,4.0,2.0,2009,2
1278,DFSSA003162,4.0,3.0,2009,5393
1279,DFSSA003162,4.0,9.0,2009,5
1280,DFSSA003162,5.0,1.0,2009,8
1281,DFSSA003162,5.0,2.0,2009,10
1282,DFSSA003162,5.0,3.0,2009,1
1283,DFSSA003162,6.0,1.0,2009,4
1284,DFSSA003162,6.0,3.0,2009,3
1285,DFSSA003162,7.0,1.0,2009,33
1286,DFSSA003162,7.0,3.0,2009,22
1287,DFSSA003162,7.0,9.0,2009,1
1288,DFSSA003162,9.0,1.0,2009,3
1289,DFSSA003162,9.0,1.0,2010,3
1290,DFSSA003162,9.0,1.0,2012,15
1291,DFSSA003162,9.0,1.0,2013,5
1292,DFSSA003162,9.0,1.0,2014,1
1293,DFSSA003162,9.0,2.0,2010,2
1294,DFSSA003162,9.0,2.0,2012,365
1295,DFSSA003162,9.0,2.0,2013,94
1296,DFSSA003162,9.0,2.0,2014,3
1297,DFSSA003162,9.0,2.0,2015,3
1298,DFSSA003162,9.0,2.0,2016,1
1299,DFSSA003162,9.0,3.0,2009,11
1300,DFSSA003162,9.0,9.0,2009,427
1301,DFSSA003372,1.0,1.0,2010,25
1302,DFSSA003372,1.0,1.0,2011,179
1303,DFSSA003372,1.0,1.0,2012,2
1304,DFSSA003372,1.0,1.0,2013,1
1305,DFSSA003372,1.0,1.0,2016,2
1306,DFSSA003372,1.0,2.0,2010,2
1307,DFSSA003372,1.0,2.0,2011,48
1308,DFSSA003372,1.0,2.0,2012,2
1309,DFSSA003372,1.0,2.0,2013,5
1310,DFSSA003372,1.0,2.0,2014,2
1311,DFSSA003372,2.0,1.0,2010,30
1312,DFSSA003372,2.0,1.0,2011,191
1313,DFSSA003372,2.0,1.0,2012,72
1314,DFSSA003372,2.0,1.0,2013,105
1315,DFSSA003372,2.0,1.0,2014,50
1316,DFSSA003372,2.0,1.0,2015,21
1317,DFSSA003372,2.0,1.0,2016,106
1318,DFSSA003372,2.0,2.0,2010,110
1319,DFSSA003372,2.0,2.0,2011,79
1320,DFSSA003372,2.0,2.0,2012,2307
1321,DFSSA003372,2.0,2.0,2013,2067
1322,DFSSA003372,2.0,2.0,2014,1472
1323,DFSSA003372,2.0,2.0,2015,601
1324,DFSSA003372,2.0,2.0,2016,865
1325,DFSSA003372,3.0,1.0,2010,1
1326,DFSSA003372,3.0,1.0,2012,2
1327,DFSSA003372,3.0,1.0,2013,1
1328,DFSSA003372,3.0,1.0,2014,3
1329,DFSSA003372,3.0,1.0,2016,1
1330,DFSSA003372,3.0,2.0,2010,5
1331,DFSSA003372,3.0,2.0,2011,4
1332,DFSSA003372,3.0,2.0,2012,5
1333,DFSSA003372,3.0,2.0,2013,3
1334,DFSSA003372,3.0,2.0,2014,2
1335,DFSSA003372,3.0,2.0,2016,2
1336,DFSSA003372,4.0,1.0,2010,239
1337,DFSSA003372,4.0,1.0,2011,1155
