,CLUES,MOTATE,TIPOURGENCIA,YEAR,count
0,DFSSA000053,1.0,1.0,2009,3
1,DFSSA000053,1.0,1.0,2010,1579
2,DFSSA000053,1.0,1.0,2011,1492
3,DFSSA000053,1.0,1.0,2012,1111
4,DFSSA000053,1.0,1.0,2013,1255
5,DFSSA000053,1.0,1.0,2014,1425
6,DFSSA000053,1.0,1.0,2015,3686
7,DFSSA000053,1.0,1.0,2016,4746
8,DFSSA000053,1.0,2.0,2010,39
9,DFSSA000053,1.0,2.0,2011,17
10,DFSSA000053,1.0,2.0,2012,28
11,DFSSA000053,1.0,2.0,2013,16
12,DFSSA000053,1.0,2.0,2014,14
13,DFSSA000053,1.0,2.0,2015,68
14,DFSSA000053,1.0,2.0,2016,9
15,DFSSA000053,1.0,3.0,2009,75
16,DFSSA000053,2.0,1.0,2010,1314
17,DFSSA000053,2.0,1.0,2011,337
18,DFSSA000053,2.0,1.0,2012,23
19,DFSSA000053,2.0,1.0,2013,34
20,DFSSA000053,2.0,1.0,2014,963
21,DFSSA000053,2.0,1.0,2015,79
22,DFSSA000053,2.0,1.0,2016,104
23,DFSSA000053,2.0,2.0,2010,1349
24,DFSSA000053,2.0,2.0,2011,101
25,DFSSA000053,2.0,2.0,2012,32
26,DFSSA000053,2.0,2.0,2013,34
27,DFSSA000053,2.0,2.0,2014,37
28,DFSSA000053,2.0,2.0,2015,59
29,DFSSA000053,2.0,2.0,2016,43
30,DFSSA000053,2.0,3.0,2009,15
31,DFSSA000053,3.0,1.0,2010,1
32,DFSSA000053,3.0,1.0,2011,2
33,DFSSA000053,3.0,1.0,2013,2
34,DFSSA000053,3.0,1.0,2014,1
35,DFSSA000053,3.0,1.0,2015,1
36,DFSSA000053,3.0,2.0,2009,3
37,DFSSA000053,3.0,2.0,2010,8
38,DFSSA000053,3.0,2.0,2012,1
39,DFSSA000053,3.0,2.0,2015,1
40,DFSSA000053,3.0,3.0,2009,52
41,DFSSA000053,4.0,1.0,2009,2710
42,DFSSA000053,4.0,1.0,2010,7336
43,DFSSA000053,4.0,1.0,2011,4846
44,DFSSA000053,4.0,1.0,2012,5835
45,DFSSA000053,4.0,1.0,2013,7893
46,DFSSA000053,4.0,1.0,2014,9348
47,DFSSA000053,4.0,1.0,2015,5005
48,DFSSA000053,4.0,1.0,2016,5755
49,DFSSA000053,4.0,2.0,2009,9
50,DFSSA000053,4.0,2.0,2010,17350
51,DFSSA000053,4.0,2.0,2011,21935
52,DFSSA000053,4.0,2.0,2012,22834
53,DFSSA000053,4.0,2.0,2013,21143
54,DFSSA000053,4.0,2.0,2014,15814
55,DFSSA000053,4.0,2.0,2015,6722
56,DFSSA000053,4.0,2.0,2016,2762
57,DFSSA000053,4.0,3.0,2009,30973
58,DFSSA000053,4.0,9.0,2009,3
59,DFSSA000053,6.0,3.0,2009,8
60,DFSSA000053,7.0,3.0,2009,3
61,DFSSA000053,9.0,1.0,2010,1
62,DFSSA000053,9.0,1.0,2013,5
63,DFSSA000053,9.0,3.0,2009,2
64,DFSSA000065,1.0,1.0,2011,1
65,DFSSA000065,1.0,1.0,2012,1
66,DFSSA000065,1.0,1.0,2013,1
67,DFSSA000065,1.0,1.0,2014,12
68,DFSSA000065,1.0,2.0,2011,1
69,DFSSA000065,1.0,2.0,2013,3
70,DFSSA000065,1.0,2.0,2014,53
71,DFSSA000065,2.0,1.0,2011,18
72,DFSSA000065,2.0,1.0,2012,16
73,DFSSA000065,2.0,1.0,2013,15
74,DFSSA000065,2.0,1.0,2014,6
75,DFSSA000065,2.0,1.0,2015,15
76,DFSSA000065,2.0,1.0,2016,13
77,DFSSA000065,2.0,2.0,2011,108
78,DFSSA000065,2.0,2.0,2012,192
79,DFSSA000065,2.0,2.0,2013,114
80,DFSSA000065,2.0,2.0,2014,31
81,DFSSA000065,2.0,2.0,2015,50
82,DFSSA000065,2.0,2.0,2016,19
83,DFSSA000065,3.0,1.0,2011,1378
84,DFSSA000065,3.0,1.0,2012,2499
85,DFSSA000065,3.0,1.0,2013,1944
86,DFSSA000065,3.0,1.0,2014,889
87,DFSSA000065,3.0,1.0,2015,1243
88,DFSSA000065,3.0,1.0,2016,1832
89,DFSSA000065,3.0,2.0,2011,10038
90,DFSSA000065,3.0,2.0,2012,11777
91,DFSSA000065,3.0,2.0,2013,12570
92,DFSSA000065,3.0,2.0,2014,12142
93,DFSSA000065,3.0,2.0,2015,11998
94,DFSSA000065,3.0,2.0,2016,10605
95,DFSSA000065,4.0,1.0,2011,1
96,DFSSA000065,4.0,1.0,2012,1
97,DFSSA000065,4.0,1.0,2013,2
98,DFSSA000065,4.0,1.0,2014,1
99,DFSSA000065,4.0,2.0,2012,3
100,DFSSA000065,4.0,2.0,2013,2
101,DFSSA000065,4.0,2.0,2014,5
102,DFSSA000065,4.0,2.0,2016,1
103,DFSSA000065,9.0,1.0,2014,1
104,DFSSA000065,9.0,2.0,2013,1
105,DFSSA000065,9.0,2.0,2015,1
106,DFSSA000350,1.0,1.0,2010,893
107,DFSSA000350,1.0,1.0,2011,1868
108,DFSSA000350,1.0,1.0,2012,2852
109,DFSSA000350,1.0,1.0,2013,2506
110,DFSSA000350,1.0,1.0,2014,3701
111,DFSSA000350,1.0,1.0,2015,3825
112,DFSSA000350,1.0,1.0,2016,3162
113,DFSSA000350,1.0,2.0,2010,275
114,DFSSA000350,1.0,2.0,2011,149
115,DFSSA000350,1.0,2.0,2012,248
116,DFSSA000350,1.0,2.0,2013,429
117,DFSSA000350,1.0,2.0,2014,124
118,DFSSA000350,1.0,2.0,2015,322
119,DFSSA000350,1.0,2.0,2016,713
120,DFSSA000350,1.0,9.0,2009,389
121,DFSSA000350,2.0,1.0,2010,3974
122,DFSSA000350,2.0,1.0,2011,1493
123,DFSSA000350,2.0,1.0,2012,1003
124,DFSSA000350,2.0,1.0,2013,972
125,DFSSA000350,2.0,1.0,2014,800
126,DFSSA000350,2.0,1.0,2015,539
127,DFSSA000350,2.0,1.0,2016,16
128,DFSSA000350,2.0,2.0,2010,16216
129,DFSSA000350,2.0,2.0,2011,12414
130,DFSSA000350,2.0,2.0,2012,10883
131,DFSSA000350,2.0,2.0,2013,9508
132,DFSSA000350,2.0,2.0,2014,12102
133,DFSSA000350,2.0,2.0,2015,9554
134,DFSSA000350,2.0,2.0,2016,12096
135,DFSSA000350,2.0,9.0,2009,495
136,DFSSA000350,3.0,1.0,2010,2
137,DFSSA000350,3.0,1.0,2013,1
138,DFSSA000350,3.0,1.0,2016,1
139,DFSSA000350,3.0,2.0,2010,1
140,DFSSA000350,3.0,2.0,2011,3
141,DFSSA000350,3.0,2.0,2012,7
142,DFSSA000350,3.0,2.0,2013,3
143,DFSSA000350,3.0,2.0,2014,1
144,DFSSA000350,3.0,2.0,2015,4
145,DFSSA000350,3.0,2.0,2016,2
146,DFSSA000350,3.0,9.0,2009,41
147,DFSSA000350,4.0,1.0,2009,2
148,DFSSA000350,4.0,1.0,2010,69
149,DFSSA000350,4.0,1.0,2011,229
150,DFSSA000350,4.0,1.0,2012,1926
151,DFSSA000350,4.0,1.0,2013,818
152,DFSSA000350,4.0,1.0,2014,492
153,DFSSA000350,4.0,1.0,2015,160
154,DFSSA000350,4.0,1.0,2016,39
155,DFSSA000350,4.0,2.0,2010,45
156,DFSSA000350,4.0,2.0,2011,346
157,DFSSA000350,4.0,2.0,2012,3085
158,DFSSA000350,4.0,2.0,2013,1315
159,DFSSA000350,4.0,2.0,2014,689
160,DFSSA000350,4.0,2.0,2015,244
161,DFSSA000350,4.0,2.0,2016,113
162,DFSSA000350,4.0,9.0,2009,8345
163,DFSSA000350,6.0,9.0,2009,1
164,DFSSA000350,9.0,1.0,2009,1
165,DFSSA000350,9.0,1.0,2010,3
166,DFSSA000350,9.0,1.0,2011,1
167,DFSSA000350,9.0,1.0,2013,1
168,DFSSA000350,9.0,2.0,2009,1
169,DFSSA000350,9.0,2.0,2010,18
170,DFSSA000350,9.0,2.0,2011,4
171,DFSSA000350,9.0,9.0,2009,10544
172,DFSSA000596,1.0,1.0,2010,8
173,DFSSA000596,1.0,1.0,2011,42
174,DFSSA000596,1.0,1.0,2012,50
175,DFSSA000596,1.0,1.0,2013,54
176,DFSSA000596,1.0,1.0,2014,64
177,DFSSA000596,1.0,1.0,2015,3
178,DFSSA000596,1.0,2.0,2010,6
179,DFSSA000596,1.0,2.0,2011,63
180,DFSSA000596,1.0,2.0,2012,45
181,DFSSA000596,1.0,2.0,2013,79
182,DFSSA000596,1.0,2.0,2014,71
183,DFSSA000596,1.0,3.0,2009,3
184,DFSSA000596,2.0,1.0,2010,40
185,DFSSA000596,2.0,1.0,2011,166
186,DFSSA000596,2.0,1.0,2012,239
187,DFSSA000596,2.0,1.0,2013,345
188,DFSSA000596,2.0,1.0,2014,406
189,DFSSA000596,2.0,1.0,2015,24
190,DFSSA000596,2.0,2.0,2010,220
191,DFSSA000596,2.0,2.0,2011,698
192,DFSSA000596,2.0,2.0,2012,852
193,DFSSA000596,2.0,2.0,2013,446
194,DFSSA000596,2.0,2.0,2014,276
195,DFSSA000596,2.0,2.0,2015,15
196,DFSSA000596,2.0,3.0,2009,1
197,DFSSA000596,3.0,1.0,2010,666
198,DFSSA000596,3.0,1.0,2011,2697
199,DFSSA000596,3.0,1.0,2012,3217
200,DFSSA000596,3.0,1.0,2013,4871
201,DFSSA000596,3.0,1.0,2014,7614
202,DFSSA000596,3.0,1.0,2015,566
203,DFSSA000596,3.0,2.0,2010,4775
204,DFSSA000596,3.0,2.0,2011,7919
205,DFSSA000596,3.0,2.0,2012,5694
206,DFSSA000596,3.0,2.0,2013,5041
207,DFSSA000596,3.0,2.0,2014,4010
208,DFSSA000596,3.0,2.0,2015,412
209,DFSSA000596,3.0,3.0,2009,2
210,DFSSA000596,4.0,1.0,2010,3
211,DFSSA000596,4.0,1.0,2011,27
212,DFSSA000596,4.0,1.0,2012,49
213,DFSSA000596,4.0,1.0,2013,76
214,DFSSA000596,4.0,1.0,2014,63
215,DFSSA000596,4.0,1.0,2015,4
216,DFSSA000596,4.0,2.0,2010,9
217,DFSSA000596,4.0,2.0,2011,106
218,DFSSA000596,4.0,2.0,2012,194
219,DFSSA000596,4.0,2.0,2013,154
220,DFSSA000596,4.0,2.0,2014,75
221,DFSSA000596,4.0,2.0,2015,7
222,DFSSA000596,4.0,3.0,2009,1007
223,DFSSA000596,9.0,1.0,2011,1
224,DFSSA000596,9.0,2.0,2010,1
225,DFSSA000596,9.0,2.0,2012,1
226,DFSSA000596,9.0,2.0,2014,1
227,DFSSA000835,1.0,1.0,2009,1540
228,DFSSA000835,1.0,1.0,2010,1247
229,DFSSA000835,1.0,1.0,2011,765
230,DFSSA000835,1.0,1.0,2012,969
231,DFSSA000835,1.0,1.0,2013,424
232,DFSSA000835,1.0,1.0,2014,303
233,DFSSA000835,1.0,1.0,2015,123
234,DFSSA000835,1.0,1.0,2016,82
235,DFSSA000835,1.0,2.0,2009,8
236,DFSSA000835,1.0,2.0,2010,501
237,DFSSA000835,1.0,2.0,2011,169
238,DFSSA000835,1.0,2.0,2012,207
239,DFSSA000835,1.0,2.0,2013,264
240,DFSSA000835,1.0,2.0,2014,290
241,DFSSA000835,1.0,2.0,2015,762
242,DFSSA000835,1.0,2.0,2016,842
243,DFSSA000835,1.0,3.0,2009,186
244,DFSSA000835,1.0,9.0,2009,71
245,DFSSA000835,2.0,1.0,2009,155
246,DFSSA000835,2.0,1.0,2010,1951
247,DFSSA000835,2.0,1.0,2011,594
248,DFSSA000835,2.0,1.0,2012,372
249,DFSSA000835,2.0,1.0,2013,1281
250,DFSSA000835,2.0,1.0,2014,959
251,DFSSA000835,2.0,1.0,2015,360
252,DFSSA000835,2.0,1.0,2016,342
253,DFSSA000835,2.0,2.0,2009,12
254,DFSSA000835,2.0,2.0,2010,4082
255,DFSSA000835,2.0,2.0,2011,3107
256,DFSSA000835,2.0,2.0,2012,1728
257,DFSSA000835,2.0,2.0,2013,4370
258,DFSSA000835,2.0,2.0,2014,4554
259,DFSSA000835,2.0,2.0,2015,5669
260,DFSSA000835,2.0,2.0,2016,2849
261,DFSSA000835,2.0,3.0,2009,1497
262,DFSSA000835,2.0,9.0,2009,321
263,DFSSA000835,3.0,1.0,2009,28
264,DFSSA000835,3.0,1.0,2010,10
265,DFSSA000835,3.0,1.0,2011,3
266,DFSSA000835,3.0,1.0,2012,1
267,DFSSA000835,3.0,1.0,2013,3
268,DFSSA000835,3.0,1.0,2014,2
269,DFSSA000835,3.0,2.0,2009,4
270,DFSSA000835,3.0,2.0,2010,17
271,DFSSA000835,3.0,2.0,2011,8
272,DFSSA000835,3.0,2.0,2012,10
273,DFSSA000835,3.0,2.0,2013,7
274,DFSSA000835,3.0,2.0,2014,2
275,DFSSA000835,3.0,2.0,2015,7
276,DFSSA000835,3.0,2.0,2016,1
277,DFSSA000835,3.0,3.0,2009,333
278,DFSSA000835,3.0,9.0,2009,82
279,DFSSA000835,4.0,1.0,2009,941
280,DFSSA000835,4.0,1.0,2010,6392
281,DFSSA000835,4.0,1.0,2011,3569
282,DFSSA000835,4.0,1.0,2012,1976
283,DFSSA000835,4.0,1.0,2013,3489
284,DFSSA000835,4.0,1.0,2014,2806
285,DFSSA000835,4.0,1.0,2015,2103
286,DFSSA000835,4.0,1.0,2016,864
287,DFSSA000835,4.0,2.0,2009,39
288,DFSSA000835,4.0,2.0,2010,6333
289,DFSSA000835,4.0,2.0,2011,9808
290,DFSSA000835,4.0,2.0,2012,13070
291,DFSSA000835,4.0,2.0,2013,6562
292,DFSSA000835,4.0,2.0,2014,4328
293,DFSSA000835,4.0,2.0,2015,7400
294,DFSSA000835,4.0,2.0,2016,6293
295,DFSSA000835,4.0,3.0,2009,8136
296,DFSSA000835,4.0,9.0,2009,1494
297,DFSSA000835,5.0,3.0,2009,1
298,DFSSA000835,5.0,9.0,2009,2
299,DFSSA000835,6.0,1.0,2009,1
300,DFSSA000835,6.0,3.0,2009,6
301,DFSSA000835,6.0,9.0,2009,4
302,DFSSA000835,7.0,1.0,2009,9
303,DFSSA000835,7.0,3.0,2009,16
304,DFSSA000835,7.0,9.0,2009,3
305,DFSSA000835,9.0,1.0,2009,548
306,DFSSA000835,9.0,1.0,2010,23
307,DFSSA000835,9.0,1.0,2011,34
308,DFSSA000835,9.0,1.0,2014,1
309,DFSSA000835,9.0,2.0,2009,9
310,DFSSA000835,9.0,2.0,2010,671
311,DFSSA000835,9.0,2.0,2011,189
312,DFSSA000835,9.0,2.0,2012,1
313,DFSSA000835,9.0,2.0,2013,1
314,DFSSA000835,9.0,3.0,2009,2161
315,DFSSA000835,9.0,9.0,2009,5045
316,DFSSA000840,1.0,1.0,2010,4067
317,DFSSA000840,1.0,1.0,2011,3988
318,DFSSA000840,1.0,1.0,2012,1686
319,DFSSA000840,1.0,1.0,2013,3552
320,DFSSA000840,1.0,1.0,2014,472
321,DFSSA000840,1.0,1.0,2015,1360
322,DFSSA000840,1.0,1.0,2016,2375
323,DFSSA000840,1.0,2.0,2010,51
324,DFSSA000840,1.0,2.0,2011,23
325,DFSSA000840,1.0,2.0,2012,39
326,DFSSA000840,1.0,2.0,2013,361
327,DFSSA000840,1.0,2.0,2014,110
328,DFSSA000840,1.0,2.0,2015,424
329,DFSSA000840,1.0,2.0,2016,415
330,DFSSA000840,1.0,3.0,2009,194
331,DFSSA000840,1.0,9.0,2009,111
332,DFSSA000840,2.0,1.0,2010,109
333,DFSSA000840,2.0,1.0,2011,454
334,DFSSA000840,2.0,1.0,2012,17109
335,DFSSA000840,2.0,1.0,2013,910
336,DFSSA000840,2.0,1.0,2014,754
337,DFSSA000840,2.0,1.0,2015,642
338,DFSSA000840,2.0,1.0,2016,287
339,DFSSA000840,2.0,2.0,2009,2
340,DFSSA000840,2.0,2.0,2010,241
341,DFSSA000840,2.0,2.0,2011,50
342,DFSSA000840,2.0,2.0,2012,780
343,DFSSA000840,2.0,2.0,2013,4031
344,DFSSA000840,2.0,2.0,2014,3356
345,DFSSA000840,2.0,2.0,2015,3145
346,DFSSA000840,2.0,2.0,2016,3424
347,DFSSA000840,2.0,3.0,2009,1604
348,DFSSA000840,2.0,9.0,2009,107
349,DFSSA000840,3.0,1.0,2010,1
350,DFSSA000840,3.0,1.0,2011,1
351,DFSSA000840,3.0,1.0,2012,6
352,DFSSA000840,3.0,1.0,2013,3
353,DFSSA000840,3.0,1.0,2014,2
354,DFSSA000840,3.0,2.0,2010,3
355,DFSSA000840,3.0,2.0,2012,2
356,DFSSA000840,3.0,2.0,2013,2
357,DFSSA000840,3.0,2.0,2014,1
358,DFSSA000840,3.0,3.0,2009,436
359,DFSSA000840,3.0,9.0,2009,135
360,DFSSA000840,4.0,1.0,2009,2
361,DFSSA000840,4.0,1.0,2010,12075
362,DFSSA000840,4.0,1.0,2011,13087
363,DFSSA000840,4.0,1.0,2012,351
364,DFSSA000840,4.0,1.0,2013,4669
365,DFSSA000840,4.0,1.0,2014,1359
366,DFSSA000840,4.0,1.0,2015,2506
367,DFSSA000840,4.0,1.0,2016,3333
368,DFSSA000840,4.0,2.0,2009,4
369,DFSSA000840,4.0,2.0,2010,3559
370,DFSSA000840,4.0,2.0,2011,709
371,DFSSA000840,4.0,2.0,2012,1663
372,DFSSA000840,4.0,2.0,2013,12853
373,DFSSA000840,4.0,2.0,2014,17314
374,DFSSA000840,4.0,2.0,2015,16887
375,DFSSA000840,4.0,2.0,2016,12429
376,DFSSA000840,4.0,3.0,2009,6325
377,DFSSA000840,4.0,9.0,2009,13703
378,DFSSA000840,5.0,3.0,2009,1
379,DFSSA000840,5.0,9.0,2009,12
380,DFSSA000840,6.0,3.0,2009,3
381,DFSSA000840,7.0,3.0,2009,2
382,DFSSA000840,7.0,9.0,2009,5
383,DFSSA000840,9.0,1.0,2009,1
384,DFSSA000840,9.0,1.0,2010,44
385,DFSSA000840,9.0,1.0,2011,5
386,DFSSA000840,9.0,2.0,2009,1
387,DFSSA000840,9.0,2.0,2010,10
388,DFSSA000840,9.0,2.0,2013,1
389,DFSSA000840,9.0,3.0,2009,1043
390,DFSSA000840,9.0,9.0,2009,120
391,DFSSA000852,1.0,1.0,2010,54
392,DFSSA000852,1.0,1.0,2011,1
393,DFSSA000852,1.0,1.0,2013,4
394,DFSSA000852,1.0,1.0,2014,4
395,DFSSA000852,1.0,2.0,2010,4
396,DFSSA000852,1.0,2.0,2011,1
397,DFSSA000852,1.0,2.0,2012,4
398,DFSSA000852,1.0,2.0,2014,18
399,DFSSA000852,1.0,2.0,2016,1
400,DFSSA000852,2.0,1.0,2010,40
401,DFSSA000852,2.0,1.0,2012,24
402,DFSSA000852,2.0,1.0,2013,5
403,DFSSA000852,2.0,1.0,2014,16
404,DFSSA000852,2.0,1.0,2016,3
405,DFSSA000852,2.0,2.0,2010,79
406,DFSSA000852,2.0,2.0,2011,72
407,DFSSA000852,2.0,2.0,2012,83
408,DFSSA000852,2.0,2.0,2013,167
409,DFSSA000852,2.0,2.0,2014,450
410,DFSSA000852,2.0,2.0,2015,258
411,DFSSA000852,2.0,2.0,2016,41
412,DFSSA000852,3.0,1.0,2010,1710
413,DFSSA000852,3.0,1.0,2011,1
414,DFSSA000852,3.0,1.0,2013,56
415,DFSSA000852,3.0,1.0,2014,126
416,DFSSA000852,3.0,2.0,2010,2696
417,DFSSA000852,3.0,2.0,2011,31
418,DFSSA000852,3.0,2.0,2012,6972
419,DFSSA000852,3.0,2.0,2013,6806
420,DFSSA000852,3.0,2.0,2014,10517
421,DFSSA000852,3.0,2.0,2015,8211
422,DFSSA000852,3.0,2.0,2016,6177
423,DFSSA000852,4.0,1.0,2010,11
424,DFSSA000852,4.0,1.0,2012,16
425,DFSSA000852,4.0,1.0,2013,3
426,DFSSA000852,4.0,1.0,2014,5
427,DFSSA000852,4.0,2.0,2010,18
428,DFSSA000852,4.0,2.0,2011,2
429,DFSSA000852,4.0,2.0,2012,137
430,DFSSA000852,4.0,2.0,2013,97
431,DFSSA000852,4.0,2.0,2014,28
432,DFSSA000852,4.0,2.0,2015,2
433,DFSSA000852,4.0,2.0,2016,11
434,DFSSA000852,9.0,1.0,2010,6
435,DFSSA000852,9.0,2.0,2010,2
436,DFSSA000852,9.0,2.0,2011,9741
437,DFSSA000852,9.0,2.0,2014,10
438,DFSSA000852,9.0,2.0,2015,3
439,DFSSA000864,1.0,1.0,2011,69
440,DFSSA000864,1.0,1.0,2012,844
441,DFSSA000864,1.0,1.0,2013,807
442,DFSSA000864,1.0,1.0,2014,700
443,DFSSA000864,1.0,1.0,2015,677
444,DFSSA000864,1.0,1.0,2016,417
445,DFSSA000864,1.0,2.0,2011,91
446,DFSSA000864,1.0,2.0,2012,1962
447,DFSSA000864,1.0,2.0,2013,2264
448,DFSSA000864,1.0,2.0,2014,2079
449,DFSSA000864,1.0,2.0,2015,1474
450,DFSSA000864,1.0,2.0,2016,1602
451,DFSSA000864,2.0,1.0,2011,286
452,DFSSA000864,2.0,1.0,2012,2551
453,DFSSA000864,2.0,1.0,2013,3005
454,DFSSA000864,2.0,1.0,2014,3046
455,DFSSA000864,2.0,1.0,2015,3523
456,DFSSA000864,2.0,1.0,2016,2875
457,DFSSA000864,2.0,2.0,2011,975
458,DFSSA000864,2.0,2.0,2012,14761
459,DFSSA000864,2.0,2.0,2013,14763
460,DFSSA000864,2.0,2.0,2014,11591
461,DFSSA000864,2.0,2.0,2015,8225
462,DFSSA000864,2.0,2.0,2016,9238
463,DFSSA000864,3.0,1.0,2011,201
464,DFSSA000864,3.0,1.0,2012,2013
465,DFSSA000864,3.0,1.0,2013,1960
466,DFSSA000864,3.0,1.0,2014,1254
467,DFSSA000864,3.0,1.0,2015,1480
468,DFSSA000864,3.0,1.0,2016,1766
469,DFSSA000864,3.0,2.0,2011,817
470,DFSSA000864,3.0,2.0,2012,10386
471,DFSSA000864,3.0,2.0,2013,10902
472,DFSSA000864,3.0,2.0,2014,9848
473,DFSSA000864,3.0,2.0,2015,9254
474,DFSSA000864,3.0,2.0,2016,8885
475,DFSSA000864,4.0,1.0,2011,1
476,DFSSA000864,4.0,1.0,2012,3
477,DFSSA000864,4.0,1.0,2013,18
478,DFSSA000864,4.0,1.0,2014,14
479,DFSSA000864,4.0,1.0,2015,3
480,DFSSA000864,4.0,2.0,2011,1
481,DFSSA000864,4.0,2.0,2012,51
482,DFSSA000864,4.0,2.0,2013,40
483,DFSSA000864,4.0,2.0,2014,50
484,DFSSA000864,4.0,2.0,2015,3
485,DFSSA000876,1.0,1.0,2012,125
486,DFSSA000876,1.0,1.0,2013,179
487,DFSSA000876,1.0,1.0,2014,372
488,DFSSA000876,1.0,1.0,2015,336
489,DFSSA000876,1.0,1.0,2016,463
490,DFSSA000876,1.0,2.0,2012,153
491,DFSSA000876,1.0,2.0,2013,1044
492,DFSSA000876,1.0,2.0,2014,1441
493,DFSSA000876,1.0,2.0,2015,631
494,DFSSA000876,1.0,2.0,2016,1070
495,DFSSA000876,2.0,1.0,2012,102
496,DFSSA000876,2.0,1.0,2013,216
497,DFSSA000876,2.0,1.0,2014,251
498,DFSSA000876,2.0,1.0,2015,268
499,DFSSA000876,2.0,1.0,2016,241
500,DFSSA000876,2.0,2.0,2012,3179
501,DFSSA000876,2.0,2.0,2013,7345
502,DFSSA000876,2.0,2.0,2014,5544
503,DFSSA000876,2.0,2.0,2015,3264
504,DFSSA000876,2.0,2.0,2016,5228
505,DFSSA000876,3.0,1.0,2014,1
506,DFSSA000876,9.0,2.0,2016,1
507,DFSSA000881,1.0,1.0,2010,344
508,DFSSA000881,1.0,1.0,2011,65
509,DFSSA000881,1.0,1.0,2012,179
510,DFSSA000881,1.0,1.0,2013,3471
511,DFSSA000881,1.0,1.0,2014,5610
512,DFSSA000881,1.0,1.0,2015,1503
513,DFSSA000881,1.0,1.0,2016,578
514,DFSSA000881,1.0,2.0,2010,3412
515,DFSSA000881,1.0,2.0,2011,15086
516,DFSSA000881,1.0,2.0,2012,14268
517,DFSSA000881,1.0,2.0,2013,9767
518,DFSSA000881,1.0,2.0,2014,8700
519,DFSSA000881,1.0,2.0,2015,12622
520,DFSSA000881,1.0,2.0,2016,14481
521,DFSSA000881,1.0,9.0,2009,303
522,DFSSA000881,2.0,1.0,2009,2
523,DFSSA000881,2.0,1.0,2010,13803
524,DFSSA000881,2.0,1.0,2011,417
525,DFSSA000881,2.0,1.0,2012,22
526,DFSSA000881,2.0,1.0,2013,1002
527,DFSSA000881,2.0,1.0,2014,1681
528,DFSSA000881,2.0,1.0,2015,285
529,DFSSA000881,2.0,1.0,2016,51
530,DFSSA000881,2.0,2.0,2009,1
531,DFSSA000881,2.0,2.0,2010,21866
532,DFSSA000881,2.0,2.0,2011,20854
533,DFSSA000881,2.0,2.0,2012,19070
534,DFSSA000881,2.0,2.0,2013,17000
535,DFSSA000881,2.0,2.0,2014,16106
536,DFSSA000881,2.0,2.0,2015,16054
537,DFSSA000881,2.0,2.0,2016,18143
538,DFSSA000881,2.0,3.0,2009,118
539,DFSSA000881,2.0,9.0,2009,4560
540,DFSSA000881,3.0,1.0,2009,1
541,DFSSA000881,3.0,1.0,2010,6
542,DFSSA000881,3.0,1.0,2014,1
543,DFSSA000881,3.0,2.0,2009,1
544,DFSSA000881,3.0,2.0,2010,3951
545,DFSSA000881,3.0,2.0,2011,4026
546,DFSSA000881,3.0,2.0,2012,4278
547,DFSSA000881,3.0,2.0,2013,5124
548,DFSSA000881,3.0,2.0,2014,4892
549,DFSSA000881,3.0,2.0,2015,5028
550,DFSSA000881,3.0,2.0,2016,5014
551,DFSSA000881,3.0,3.0,2009,937
552,DFSSA000881,3.0,9.0,2009,26099
553,DFSSA000881,4.0,3.0,2009,1
554,DFSSA000881,4.0,9.0,2009,107
555,DFSSA000881,5.0,9.0,2009,35
556,DFSSA000881,6.0,3.0,2009,2
557,DFSSA000881,6.0,9.0,2009,5
558,DFSSA000881,7.0,9.0,2009,1
559,DFSSA000881,9.0,1.0,2010,4
560,DFSSA000881,9.0,1.0,2011,1
561,DFSSA000881,9.0,2.0,2009,2
562,DFSSA000881,9.0,2.0,2010,25
563,DFSSA000881,9.0,2.0,2011,5
564,DFSSA000881,9.0,3.0,2009,1
565,DFSSA000881,9.0,9.0,2009,1
566,DFSSA001296,1.0,1.0,2009,160
567,DFSSA001296,1.0,1.0,2010,82
568,DFSSA001296,1.0,1.0,2011,10
569,DFSSA001296,1.0,1.0,2012,57
570,DFSSA001296,1.0,1.0,2013,6
571,DFSSA001296,1.0,1.0,2014,92
572,DFSSA001296,1.0,1.0,2016,8
573,DFSSA001296,1.0,2.0,2009,12
574,DFSSA001296,1.0,2.0,2010,7
575,DFSSA001296,1.0,2.0,2011,36
576,DFSSA001296,1.0,2.0,2012,24
577,DFSSA001296,1.0,2.0,2013,1
578,DFSSA001296,1.0,2.0,2014,39
579,DFSSA001296,1.0,2.0,2016,1
580,DFSSA001296,1.0,3.0,2009,1295
581,DFSSA001296,2.0,1.0,2009,65
582,DFSSA001296,2.0,1.0,2010,47
583,DFSSA001296,2.0,1.0,2011,36
584,DFSSA001296,2.0,1.0,2012,52
585,DFSSA001296,2.0,1.0,2013,90
586,DFSSA001296,2.0,1.0,2014,417
587,DFSSA001296,2.0,1.0,2015,374
588,DFSSA001296,2.0,1.0,2016,81
589,DFSSA001296,2.0,2.0,2009,6
590,DFSSA001296,2.0,2.0,2010,87
591,DFSSA001296,2.0,2.0,2011,121
592,DFSSA001296,2.0,2.0,2012,186
593,DFSSA001296,2.0,2.0,2013,159
594,DFSSA001296,2.0,2.0,2014,1731
595,DFSSA001296,2.0,2.0,2015,1122
596,DFSSA001296,2.0,2.0,2016,547
597,DFSSA001296,2.0,3.0,2009,6801
